ZIP,PM25,O3,traffic,dpm
15003,10.407029692119972,38.89633812083076,108.40354368112452,0.5604431341310415
15005,10.489680265073876,38.69316296341904,29.158473123418382,0.5306616728735603
15006,10.424479554342309,38.410558737582214,8.617023378692478,0.493754627955854
15007,10.437196729578083,38.55717893430507,172.7148752819712,0.5290683001407663
15012,10.340741562082675,37.98764987329625,150.06667332915202,0.5456227555396614
15014,10.352231081906046,38.4110246913683,16.820467953900838,1.1813640374737677
15015,10.47564447088901,38.63014806600531,118.22801594904672,0.5480969667822357
15017,10.076324950229258,38.47892529459263,311.17568326294474,0.5677278952579144
15018,10.545092963059146,37.73796785854287,7.6810043289537715,0.4571331602489961
15020,10.3314526027,38.0009266667,26.742782843299995,0.5570164656
15024,10.514062047419863,38.053543732455275,126.55345441767498,0.545892039277164
15025,10.570183194367342,37.76904528810026,68.43931562767835,0.603943717621748
15026,10.0484117808,39.3287883333,175.13752154609497,0.33767148930000007
15028,10.658355315343714,37.56908879189635,3.2883553063438,0.5310041035889796
15030,10.433623074591003,38.209864259984094,492.59225793968494,0.6050165204653174
15031,9.982182106142139,38.60275835748053,71.43417024551519,0.45854831737198837
15032,10.4047093151,38.5026066667,5.885904998447682,0.48505211690000005
15034,10.816188208314783,37.48143973764962,355.9275504717786,0.8530607048838184
15035,10.737128542941173,37.41323853664756,154.68825718528433,1.006254235439571
15037,10.445357603711635,37.86742159669884,56.23163973361069,0.5088822477665874
15044,10.444389850695726,38.46095452631158,46.19488382564411,0.5535790060211193
15045,10.76763265425628,37.57590290525374,19.575666806468494,0.7732331416325616
15046,10.332828418881753,39.020783334214116,10.43512338219891,0.8305554508569456
15047,10.588101555247288,37.68973077723269,7.15776452154808,0.4429230157200674
15049,10.498886995324575,37.98918650596659,297.97526847463837,0.592297655668585
15051,10.516050865298848,38.0732336187908,56.079244913967834,0.5084805945845218
15056,10.37131430928852,38.9646790941534,644.910815740252,0.8202955059195266
15057,9.977428000772074,38.80995794182896,30.867644893597564,0.4249114527266456
15063,10.331496317524268,38.000879504854716,82.80477979059627,0.5570468059588601
15064,10.058641684853908,38.54440328023966,129.61488465771262,0.44445542929719756
15065,10.303161667972246,38.668400482993334,73.18279503223724,0.6216390463478543
15068,10.51689869080148,37.81844147254401,20.227893497885965,0.5452627413953062
15071,10.070756119068475,38.76440221621806,136.8630259791641,0.46566894138541076
15075,10.5134536986,38.083521666699994,30.4583536031,0.5027955845
15076,10.442005422420243,38.32919054362129,1.5539127352199902,0.5013896951784687
15082,9.97331253352519,38.61126355398913,6.757379593299213,0.45988832624292986
15083,10.39944,37.903751666699996,37.51362251187075,0.4736240574
15084,10.390539764141343,38.452009930075306,74.11616923518774,0.5056319864484856
15085,10.685654847129557,37.42083550647841,59.93647386886869,0.8082984038071229
15086,10.48968301283233,38.693169416037826,112.69057573973022,0.5306509414924746
15088,10.4868260274,37.8333016667,593.0181745737501,0.6648536933999999
15089,10.39944,37.9037516667,23.057267525,0.4736240574
15090,10.47157356513221,38.5832711007671,70.93061018308373,0.5682011048576153
15101,10.508835855916017,38.16966807510639,76.40985026614294,0.70412300457228
15102,10.348161305616706,38.028554233610514,139.93605142671998,0.6604294740144572
15104,10.783774622008165,37.38094379689115,59.16590175405323,0.8307972077866843
15106,10.256961604239208,38.37998674858013,382.4466852344389,0.7424289813232536
15108,10.261677881999239,38.90060640384877,76.6222440764881,0.5878224930046045
15110,10.799914522387745,37.42453665711482,45.52857492835426,1.1270437946205665
15112,10.771528486157276,37.37220402681139,235.24159276791872,1.0638990302413474
15116,10.562242514770073,37.890100977356695,87.82549267050302,0.8314020678597465
15120,10.749975590051735,37.45915030179054,33.68153294465866,1.0604923703881755
15122,10.749368729797158,37.52770136835611,51.920177344217,0.70916277332025
15126,10.039813908515136,39.27538589751866,38.08901387336089,0.3568043522278192
15129,10.397436131804753,37.9508799540655,30.39800816525007,0.5884777922410155
15131,10.684382818569922,37.5379676387201,52.613671383947356,0.5816126866030651
15132,10.77201334757755,37.5137927856709,236.5633143913406,0.8550297100595557
