ID,PM25,O3,traffic,dpm,lowincome,poc
42003010300,10.5976375342,37.675954999999995,3609.82574529787,3.021717022,0.22770180174553242,0.32427708929128446
42003020100,10.580129589,37.7722516667,2505.0129114218016,3.0515374352,0.30825784805053574,0.2339901477831192
42003020300,10.5953920548,37.61742,371.629534469,1.5189084833,0.133868808568,0.168674698795
42003030500,10.6004172603,37.6600033333,804.0878604143315,1.9532875907,0.6678651685390669,0.9087640449437209
42003040200,10.6152761644,37.5675033333,1312.2191766844057,2.1086490339,0.6404202483567106,0.6406523005238631
42003040400,10.628873424699998,37.48787,729.2083487395511,2.9719851731,0.5523182710333675,0.45185891325056143
42003040500,10.6280843836,37.5136416667,785.7546599835971,1.908563892,0.8577844899729752,0.17139707908531304
42003040600,10.6385038356,37.5153366667,378.556843473,1.7049137156,0.795713634291,0.24487004103999999
42003040900,10.6311035616,37.5506533333,2358.0079997316684,2.0973266324,0.6272585980962451,0.2899691886337679
42003050100,10.6072980822,37.574675,138.3081677192678,1.3843228647,0.6162300428930096,0.8772727272726517
42003050600,10.623183835599999,37.5125166667,380.77506189871303,1.550933654,0.616513602923076,0.8535031847133758
42003050900,10.5999,37.593306666699995,600.220040498,1.4776912002,0.9067859806110001,0.9844329132689998
42003051000,10.6060490411,37.566494999999996,218.37382858855554,1.4938720327,0.720339015477344,0.5562340966919838
42003051100,10.6104690411,37.6286233333,271.997162443,1.7139881794000003,0.911314984709,1.0
42003060300,10.5910054795,37.5123833333,368.0839476091616,1.3559363522000003,0.4782270606529829,0.27993779160201865
42003060500,10.5975093151,37.5262183333,759.777625921255,1.5450146291,0.41172051089381595,0.13072877535671298
42003070300,10.6466427397,37.4512416667,200.6947790618518,1.4696932956,0.258045611015541,0.16700000000013027
42003070500,10.6522947945,37.4424133333,272.5780866150193,1.5385929434999999,0.356728911783745,0.2855763039279031
42003070600,10.6590843836,37.44683166670001,316.8178564889437,1.3214499294,0.2873087818696346,0.2190745986775241
42003070800,10.6630791781,37.4460016667,337.08927394460204,1.5216137156,0.3508108108106854,0.33459459459470486
42003070900,10.6314835616,37.47362,399.2220135138711,1.9835428944,0.45310061538389684,0.46991978609609314
42003080200,10.612646849300003,37.46635500000001,183.17947133007794,1.7529055394000002,0.36608187134481585,0.12573099415194444
42003080400,10.6219158904,37.46096,482.98044740116205,1.8038837342,0.5119277885233817,0.24371373307552205
42003080600,10.627387945199999,37.4591516667,289.74684940192515,1.4755945981,0.2939270142557489,0.11094890510981985
42003080700,10.639999725999997,37.4566483333,433.9813881934509,1.6109087467,0.4074788241677473,0.4260869565218429
42003080900,10.6198024658,37.4672816667,35.15497887910964,1.4463175648,0.35548320837206815,0.18518518518541918
42003090100,10.603882465799998,37.5268416667,603.6409607183825,1.3763502453999998,0.3020773433937469,0.15719063545135228
42003090200,10.594619726,37.4678483333,280.60715620899066,1.4950366593,0.33193652307637406,0.16403891311633959
42003090300,10.597692328800001,37.4843133333,224.32530889715431,1.5536519464,0.4860774818400497,0.12530266343802057
42003100500,10.6232819178,37.47517500000001,13.661030695289506,1.097627479,0.3793975373793431,0.7220744680850099
42003101100,10.6074241096,37.5404916667,694.8975357840851,1.1459392328,0.46568983439449896,0.20370370370381627
42003101400,10.6175342466,37.5286733333,164.70788446287676,1.3165142557999998,0.29484007766223663,0.18853464132451056
42003101600,10.616484657500001,37.468295,8.90697517027,1.0906546293,0.716161616162,0.984848484848
42003101700,10.6139909589,37.478355,18.02389084638997,1.2447824180000002,0.5685510071474738,0.7563352826511578
42003101800,10.6102180822,37.51943,173.8366277132041,1.2144950601,0.20678642714553777,0.2143712574852024
42003110200,10.6359347945,37.4819433333,16.147065763719205,1.1379144281,0.3933414000612723,0.4380281690140957
42003110600,10.6455506849,37.4606383333,152.17964383614466,1.0701022995,0.2546103388605343,0.18509710661882797
42003111300,10.6434542466,37.45944666670001,27.20294896983732,1.2819177193,0.4723786007853056,0.6411387329591745
42003111400,10.6293824658,37.4581216667,35.50098821308943,1.3446793825,0.5833702914465323,0.8907446068201087
42003111500,10.6480635616,37.438925,364.47132854328555,1.8688254936,0.6216380559699519,0.753861321064764
42003120300,10.675480274,37.447878333300004,384.899006039946,1.0549702978,0.6464985994394761,0.9747899159666666
42003120400,10.664890411,37.4429933333,577.9334975830153,1.2470648451,0.8407403927460598,0.9455040871931389
