,OBJECTID,ID,totalpop,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,MINORPOP,poc,LOWINCOME,lowincome,LESSHS,LESSHSPCT,LINGISO,LINGISOPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PRE1960,PRE1960PCT,VULEOPCT,VULSVI6PCT,VULEO,VULSVI6,DISPEO,DISPSVI6,dpm,CANCER,RESP,traffic,PWDIS,PNPL,PRMP,PTSDF,O3,PM25,D_LDPNT_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_PWDIS_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_OZONE_2,D_PM25_2,STATE_NAME,ST_ABBREV,REGION,P_MINORPCT,P_LWINCPCT,P_LESHSPCT,P_LNGISPCT,P_UNDR5PCT,P_OVR64PCT,P_LDPNT,P_VULEOPCT,P_VSVI6PCT,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_PWDIS,P_PNPL,P_PRMP,P_PTSDF,P_OZONE,P_PM25,P_LDPNT_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_PWDIS_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_OZONE_D2,P_PM25_D2,B_MINORPCT,B_LWINCPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_LDPNT,B_VULEOPCT,B_VSVI6PCT,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_PWDIS,B_PNPL,B_PRMP,B_PTSDF,B_OZONE,B_PM25,B_LDPNT_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_PWDIS_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_OZONE_D2,B_PM25_D2,T_MINORPCT,T_LWINCPCT,T_LESHSPCT,T_LNGISPCT,T_UNDR5PCT,T_OVR64PCT,T_VULEOPCT,T_VSVI6PCT,T_LDPNT,T_LDPNT_D2,T_DSLPM,T_DSLPM_D2,T_CANCR,T_CANCR_D2,T_RESP,T_RESP_D2,T_PTRAF,T_PTRAF_D2,T_PWDIS,T_PWDIS_D2,T_PNPL,T_PNPL_D2,T_PRMP,T_PRMP_D2,T_PTSDF,T_PTSDF_D2,T_OZONE,T_OZONE_D2,T_PM25,T_PM25_D2,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area,area
165562,165563,420034900043,859,859,620,349,349,23,0.0267753201397,65,0.0756693830035,40,0.0645161290323,0,0.0,5,0.0058207217695,122,0.142025611176,66,0.189111747851,0.0512223515716,0.0524678608535,44.0,45.0698924732,-264.965017886,-112.686944728,0.5519035959,45.4953192325,1.82168149357,3.30802496488,0.000217568422953,0.03600453979,1.87022620018,0.0967208147119,37.9401033333,10.3960465753,-50.1079976518,-146.235146159,-12054.6680742,-482.681869526,-876.510893987,-0.0576480210792,-9.53994352942,-495.544518583,-25.6276324001,-10052.8001583,-2754.58866678,Pennsylvania,PA,3,7.12848253733,8.02087651947,34.1862176582,44.449286974,4.64391704178,58.2043943501,49.7944563585,1.42777173283,1.54064315324,36.6556758629,70.8116962495,58.2657656316,8.66401692828,60.2760912203,32.4038099917,90.0075431175,73.2378461116,50.4771759345,81.2305823077,23.7260979788,28.4282755936,19.8666379189,21.1880774192,49.7909415174,22.3274119611,33.9097773815,3.14089864316,14.0084021478,27.1544896299,22.3831775206,1,1,4,5,1,6,5,1,1,4,8,6,1,7,4,10,8,6.0,9.0,3,3,2,3,5,3,4,1,2,3.0,3.0,3% (7%ile),8% (8%ile),6% (34%ile),0% (44%ile),1% (4%ile),14% (58%ile),5% (1%ile),5% (1%ile),0.19 = fraction pre-1960 (49%ile),23%ile,0.552 ug/m3 (36%ile),28%ile,45 lifetime risk per million (70%ile),19%ile,1.8  (58%ile),21%ile,3.3 daily vehicles/meters distance (8%ile),49%ile,0.00022 toxicity-weighted concentration/meters distance (60%ile),22%ile,0.036 sites/km distance (32%ile),33%ile,1.9 facilities/km distance (90%ile),3%ile,0.097 facilities/km distance (73%ile),14%ile,37.9 ppb (50%ile),27%ile,10.4 ug/m3 (81%ile),22%ile,2516487.0,0.0,0,0,10631.218262,4328486.78112,2516487.0
165563,165564,420034911011,2918,2917,2135,1229,1229,156,0.0534612748458,234,0.0802194034967,18,0.00843091334895,0,0.0,221,0.0757368060315,567,0.194311172036,143,0.116354759967,0.0668403391713,0.0686932616265,195.040109702,200.446937426,-854.50578342,-335.448814557,0.5399346917,51.4385414906,1.74177581622,21.5616790096,0.000144483816108,0.0380314265493,0.259908602011,0.169640705412,37.8203566667,10.5293279452,-99.4258153202,-461.377316727,-43954.5311944,-1488.35750838,-18424.5794139,-0.123462256475,-32.4980739381,-222.093403579,-144.958963878,-32317.7135027,-8997.3716247,Pennsylvania,PA,3,13.6997652949,8.76365548541,5.51746452501,44.449286974,67.5618004872,79.2165399316,39.6595882254,2.90498061386,5.47101870404,35.723533734,86.2877920697,54.1175489928,27.5808837521,58.3604770367,34.038298928,46.5622909568,88.1138563721,48.9238757007,82.7489946277,12.3633200334,6.45239643992,0.847939273903,2.21845092541,25.3122738842,19.9198524667,14.9221913231,9.75496199278,0.83528452825,2.3298385417,1.52749445713,2,1,1,5,7,8,4,1,1,4,9,6,3,6,4,5,9,5.0,9.0,2,1,1,1,3,2,2,1,1,1.0,1.0,5% (13%ile),8% (8%ile),1% (5%ile),0% (44%ile),8% (67%ile),19% (79%ile),7% (2%ile),7% (5%ile),0.12 = fraction pre-1960 (39%ile),12%ile,0.54 ug/m3 (35%ile),6%ile,51 lifetime risk per million (86%ile),0%ile,1.7  (54%ile),2%ile,22 daily vehicles/meters distance (27%ile),25%ile,0.00014 toxicity-weighted concentration/meters distance (58%ile),19%ile,0.038 sites/km distance (34%ile),14%ile,0.26 facilities/km distance (46%ile),9%ile,0.17 facilities/km distance (88%ile),0%ile,37.8 ppb (48%ile),2%ile,10.5 ug/m3 (82%ile),1%ile,5694594.0,0.0,0,0,17372.5200718,9804916.69067,5694594.0
165564,165565,420034911012,3743,3664,2533,1273,1273,209,0.0558375634518,281,0.076692139738,129,0.0509277536518,0,0.0,163,0.0435479561849,585,0.15629174459,219,0.172034564022,0.0662648515949,0.0638828596028,248.02933952,239.113543493,-1098.25245553,-448.294886827,0.5399346917,51.4385414906,1.74177581622,45.1785116355,0.000209960749827,0.0349463827288,0.479073365593,0.126024058367,37.8203566667,10.5293279452,-188.937382373,-592.984600985,-56492.5045009,-1912.90956715,-49617.4113408,-0.230589909062,-38.3799506438,-526.143500141,-138.406231558,-41536.2995782,-11563.8602709,Pennsylvania,PA,3,14.2435698178,8.18049580023,27.376970523,44.449286974,33.3817297726,64.8950379515,47.6605961775,2.83746944193,4.03373557427,35.723533734,86.2877920697,54.1175489928,39.0441485556,60.1142499587,31.5542443087,59.7294609914,81.2827230718,48.9238757007,82.7489946277,3.49869240487,3.70157974868,0.378477789438,1.02300197298,15.756368479,17.8118876485,12.6017387339,2.83651909209,0.909449096888,1.09263306833,0.68702429138,2,1,3,5,4,7,5,1,1,4,9,6,4,7,4,6,9,5.0,9.0,1,1,1,1,2,2,2,1,1,1.0,1.0,6% (14%ile),8% (8%ile),5% (27%ile),0% (44%ile),4% (33%ile),16% (64%ile),7% (2%ile),6% (4%ile),0.17 = fraction pre-1960 (47%ile),3%ile,0.54 ug/m3 (35%ile),3%ile,51 lifetime risk per million (86%ile),0%ile,1.7  (54%ile),1%ile,45 daily vehicles/meters distance (39%ile),15%ile,0.00021 toxicity-weighted concentration/meters distance (60%ile),17%ile,0.035 sites/km distance (31%ile),12%ile,0.48 facilities/km distance (59%ile),2%ile,0.13 facilities/km distance (81%ile),0%ile,37.8 ppb (48%ile),1%ile,10.5 ug/m3 (82%ile),0%ile,10947590.0,0.0,0,0,21254.1298549,18838926.2777,10947590.0
165565,165566,420034912001,1993,1959,1564,904,1021,70,0.0351229302559,299,0.152628892292,69,0.0441176470588,5,0.00553097345133,79,0.0396387355745,447,0.224284997491,534,0.523016650343,0.0938759112739,0.0835540293539,187.094691169,166.523180502,-529.747311912,-199.494720013,0.4937662207,56.3281520029,1.55035773188,38.0969119512,9.15464821794e-05,0.0351729592563,0.419157174321,0.183437874989,37.6924666667,10.63862,-277.066664604,-261.571328129,-29839.6871085,-821.297840964,-20181.7366983,-0.0484965028496,-18.632780618,-222.047386365,-97.1757211786,-19967.482896,-5635.78034745,Pennsylvania,PA,3,9.22938756831,21.5347738583,23.7512389657,45.595225953,29.1457225975,86.6212889783,77.4105912022,6.8790043301,11.4164332188,32.0796761151,93.2604911288,43.7372610837,36.4869962996,56.4734446283,31.7376801526,56.8961594401,89.5751667975,47.0095481119,84.0330825941,1.01210330868,16.341688595,2.77429845398,9.37891183018,24.4074071922,22.8495927214,23.4037887889,9.75665701502,1.85290511062,8.89455399949,5.86788314543,1,3,3,5,3,9,8,1,2,4,10,5,4,6,4,6,9,5.0,9.0,1,2,1,1,3,3,3,1,1,1.0,1.0,4% (9%ile),15% (21%ile),4% (23%ile),1% (45%ile),4% (29%ile),22% (86%ile),9% (6%ile),8% (11%ile),0.52 = fraction pre-1960 (77%ile),1%ile,0.494 ug/m3 (32%ile),16%ile,56 lifetime risk per million (93%ile),2%ile,1.6  (43%ile),9%ile,38 daily vehicles/meters distance (36%ile),24%ile,0.000092 toxicity-weighted concentration/meters distance (56%ile),22%ile,0.035 sites/km distance (31%ile),23%ile,0.42 facilities/km distance (56%ile),9%ile,0.18 facilities/km distance (89%ile),1%ile,37.7 ppb (47%ile),8%ile,10.6 ug/m3 (84%ile),5%ile,10338002.0,0.0,0,0,22356.2396742,17798181.2591,10338002.0
165566,165567,420034927001,386,386,323,170,252,28,0.0725388601036,107,0.277202072539,52,0.160990712074,0,0.0,18,0.0466321243523,57,0.147668393782,239,0.948412698413,0.174870466321,0.117505360475,67.5,45.3570691434,-71.336434114,-25.532499145,0.8345005546,107.964687983,1.83631595412,213.999789277,0.0308098493909,0.0327365985761,1.27543820853,0.152738045249,37.6782533333,10.6773454795,-67.6563799733,-59.5302938313,-7701.81585094,-130.996232074,-15265.9818682,-2.19786479114,-2.33531220744,-90.9852137294,-10.8957875016,-2687.83223645,-761.683752308,Pennsylvania,PA,3,18.0031142977,44.084325148,68.3361188725,44.449286974,36.8374633948,60.8733027555,98.8889547836,24.5376537754,29.3529108686,55.7274111537,99.9103145284,59.0082338077,63.8527866265,86.0846206369,29.6664963019,82.6209341262,85.9697533913,46.8029094533,84.4660001282,18.9687600956,43.4677389641,31.9664829732,47.289173267,27.133598819,10.5828091731,50.5770353313,21.4450112938,28.1522657972,51.7430181954,49.6054730398,2,5,7,5,4,7,11,3,3,6,11,6,7,9,3,9,9,5.0,9.0,2,5,4,5,3,2,6,3,3,6.0,5.0,7% (18%ile),28% (44%ile),16% (68%ile),0% (44%ile),5% (36%ile),15% (60%ile),17% (24%ile),12% (29%ile),0.95 = fraction pre-1960 (98%ile),18%ile,0.835 ug/m3 (55%ile),43%ile,110 lifetime risk per million (99%ile),31%ile,1.8  (59%ile),47%ile,210 daily vehicles/meters distance (63%ile),27%ile,0.031 toxicity-weighted concentration/meters distance (86%ile),10%ile,0.033 sites/km distance (29%ile),50%ile,1.3 facilities/km distance (82%ile),21%ile,0.15 facilities/km distance (85%ile),28%ile,37.7 ppb (46%ile),51%ile,10.7 ug/m3 (84%ile),49%ile,2210235.0,595842.0,0,0,15794.4073328,4829998.92301,2806077.0
165567,165568,420034927002,602,602,399,287,327,255,0.423588039867,325,0.539867109635,48,0.12030075188,0,0.0,59,0.0980066445183,117,0.194352159468,290,0.886850152905,0.481727574751,0.229352450895,290.0,138.070175439,73.4727115632,27.5118331857,0.8345005546,107.964687983,1.83631595412,139.291637855,0.0018450956321,0.0320905270266,1.47403386393,0.143049244625,37.6782533333,10.6773454795,65.1592854841,61.3130185474,7932.45837918,134.919112436,10234.1343313,0.135564179184,2.35777803613,108.301264919,10.5102158897,2768.32343936,784.493524672,Pennsylvania,PA,3,62.640790751,80.475425209,56.9968968392,44.449286974,83.4926251415,79.2280926219,96.6106335282,71.9360238515,72.3249538922,55.7274111537,99.9103145284,59.0082338077,56.6976096215,71.4752592049,29.1278112832,85.6372118276,84.4413222967,46.8029094533,84.4660001282,80.5560731982,66.093953502,71.5942314748,64.8435289412,69.9274278676,85.219410757,63.873822279,75.7920955037,73.5097074587,64.4600090095,65.5327941475,7,9,6,5,9,8,11,8,8,6,11,6,6,8,3,9,9,5.0,9.0,9,7,8,7,7,9,7,8,8,7.0,7.0,42% (62%ile),54% (80%ile),12% (56%ile),0% (44%ile),10% (83%ile),19% (79%ile),48% (71%ile),23% (72%ile),0.89 = fraction pre-1960 (96%ile),80%ile,0.835 ug/m3 (55%ile),66%ile,110 lifetime risk per million (99%ile),71%ile,1.8  (59%ile),64%ile,140 daily vehicles/meters distance (56%ile),69%ile,0.0018 toxicity-weighted concentration/meters distance (71%ile),85%ile,0.032 sites/km distance (29%ile),63%ile,1.5 facilities/km distance (85%ile),75%ile,0.14 facilities/km distance (84%ile),73%ile,37.7 ppb (46%ile),64%ile,10.7 ug/m3 (84%ile),65%ile,1234518.0,7390.0,0,0,8575.84330761,2137552.32396,1241908.0
165568,165569,420034927003,999,996,684,431,550,278,0.278278278278,508,0.510040160643,23,0.0336257309942,0,0.0,90,0.0900900900901,154,0.154154154154,486,0.883636363636,0.39415921946,0.177698069027,393.765060241,177.520370958,34.4448589977,-5.94770862824,0.8345005546,107.964687983,1.83631595412,266.94606051,0.0541171369879,0.033291580107,1.06267343588,0.161417057895,37.6782533333,10.6773454795,30.4367299507,28.7442539367,3718.8284543,63.2516441149,9194.91941425,1.86405715291,1.14672378259,36.6036366596,5.55998779903,1297.82212334,367.779659509,Pennsylvania,PA,3,49.2345764532,77.3747982722,18.1266803132,44.449286974,78.7466017292,63.8909747035,96.4680210232,62.8139313489,57.2680763862,55.7274111537,99.9103145284,59.0082338077,67.593988849,88.3058599296,30.1348683859,78.5568755045,87.1153293543,46.8029094533,84.4660001282,74.9624694747,62.8425985299,65.594292604,61.8589476716,69.4236157595,90.4148469731,61.4872218023,68.0192334379,68.8865369837,61.6403206706,62.2327208119,5,8,2,5,8,7,11,7,6,6,11,6,7,9,4,8,9,5.0,9.0,8,7,7,7,7,10,7,7,7,7.0,7.0,28% (49%ile),51% (77%ile),3% (18%ile),0% (44%ile),9% (78%ile),15% (63%ile),39% (62%ile),18% (57%ile),0.88 = fraction pre-1960 (96%ile),74%ile,0.835 ug/m3 (55%ile),62%ile,110 lifetime risk per million (99%ile),65%ile,1.8  (59%ile),61%ile,270 daily vehicles/meters distance (67%ile),69%ile,0.054 toxicity-weighted concentration/meters distance (88%ile),90%ile,0.033 sites/km distance (30%ile),61%ile,1.1 facilities/km distance (78%ile),68%ile,0.16 facilities/km distance (87%ile),68%ile,37.7 ppb (46%ile),61%ile,10.7 ug/m3 (84%ile),62%ile,404463.0,0.0,0,0,4983.38107049,696359.397092,404463.0
165569,165570,420034928001,1544,1544,926,630,836,1033,0.669041450777,1006,0.651554404145,68,0.07343412527,0,0.0,59,0.0382124352332,171,0.110751295337,788,0.942583732057,0.660297927461,0.25716561846,1019.5,397.063714903,464.154263544,113.505441749,0.9090254715,80.5434527264,2.02007647747,9.4128622926,0.00221219668313,0.0313631074905,1.08779779732,0.125407059003,37.717975,10.6156589041,437.504257981,421.928048266,37384.5869835,937.6271097,4369.02016526,1.02680052227,14.5573200597,504.905985498,58.2082211148,17506.9589085,4927.30334067,Pennsylvania,PA,3,77.8838919623,89.8101003554,38.508509206,44.449286974,27.637198299,41.5260377169,98.710142101,85.9993361895,77.9618945794,60.3487978549,99.4221881989,67.369864189,16.5335142183,72.4797707211,28.5197665232,79.0858643009,81.1616220261,47.3767569313,83.7305633256,96.9207183377,82.7602235507,93.3938226895,84.3830673142,66.2297907182,89.1473182707,75.7341200562,88.7592807167,89.376493762,84.4475581605,86.783852043,8,9,4,5,3,5,11,9,8,7,11,7,2,8,3,8,9,5.0,9.0,11,9,10,9,7,9,8,9,9,9.0,9.0,67% (77%ile),65% (89%ile),7% (38%ile),0% (44%ile),4% (27%ile),11% (41%ile),66% (85%ile),26% (77%ile),0.94 = fraction pre-1960 (98%ile),96%ile,0.909 ug/m3 (60%ile),82%ile,81 lifetime risk per million (99%ile),93%ile,2  (67%ile),84%ile,9.4 daily vehicles/meters distance (16%ile),66%ile,0.0022 toxicity-weighted concentration/meters distance (72%ile),89%ile,0.031 sites/km distance (28%ile),75%ile,1.1 facilities/km distance (79%ile),88%ile,0.13 facilities/km distance (81%ile),89%ile,37.7 ppb (47%ile),84%ile,10.6 ug/m3 (83%ile),86%ile,759638.0,0.0,0,0,6172.65452634,1307213.79817,759638.0
165570,165571,420034928002,1061,1061,900,585,754,703,0.662582469369,607,0.572101790763,55,0.0611111111111,0,0.0,32,0.0301602262017,328,0.309142318567,615,0.815649867374,0.617342130066,0.272516319335,655.0,289.139814815,273.379646127,94.2853278873,0.9090254715,80.5434527264,2.02007647747,102.663780559,0.0584105388483,0.0307078574737,1.04599401496,0.11753946161,37.717975,10.6156589041,222.982072106,248.509061719,22018.9406042,552.247792559,28066.1879993,15.9682524404,8.39490320948,285.95347366,32.132896421,10311.3266581,2902.10507461,Pennsylvania,PA,3,77.5475234081,83.5360850062,32.5444295423,44.449286974,19.869202353,95.8484782307,93.2510463698,82.9641042534,80.7091300732,60.3487978549,99.4221881989,67.369864189,51.7273949536,88.605692745,27.9736565804,78.2016155878,79.3376880524,47.3767569313,83.7305633256,91.2206924928,76.802365887,85.6054668041,77.0471348758,75.2827098844,94.3818938736,71.3366497699,84.098907268,83.550381958,76.0485878684,78.3340221649,8,9,4,5,2,11,10,9,9,7,11,7,6,9,3,8,8,5.0,9.0,10,8,9,8,8,10,8,9,9,8.0,8.0,66% (77%ile),57% (83%ile),6% (32%ile),0% (44%ile),3% (19%ile),31% (95%ile),62% (82%ile),27% (80%ile),0.82 = fraction pre-1960 (93%ile),91%ile,0.909 ug/m3 (60%ile),76%ile,81 lifetime risk per million (99%ile),85%ile,2  (67%ile),77%ile,100 daily vehicles/meters distance (51%ile),75%ile,0.058 toxicity-weighted concentration/meters distance (88%ile),94%ile,0.031 sites/km distance (27%ile),71%ile,1 facilities/km distance (78%ile),84%ile,0.12 facilities/km distance (79%ile),83%ile,37.7 ppb (47%ile),76%ile,10.6 ug/m3 (83%ile),78%ile,882571.0,0.0,0,0,6706.80611621,1518542.73789,882571.0
165571,165572,420034929001,1500,1500,1073,641,732,352,0.234666666667,656,0.437333333333,83,0.0773532152842,2,0.00312012480499,126,0.084,211,0.140666666667,679,0.927595628415,0.336,0.162856667793,504.0,244.285001689,-35.5198216867,-31.1925952866,0.7338555817,64.9718566294,2.00158130062,17.3993654065,0.027722588189,0.0311864555891,1.16592719976,0.116387226181,37.7488566667,10.5843506849,-32.9480313187,-26.0664194058,-2307.78876213,-71.0958108895,-618.022356701,-0.984701389169,-1.10773734157,-41.4135262353,-4.13405352058,-1340.83265768,-375.954248999,Pennsylvania,PA,3,44.1730874441,68.7547062735,40.3357551868,44.7514400904,74.419298729,57.5061011085,98.2187237174,55.3499911146,51.5035695573,49.3200045226,97.9338276204,66.5622358748,24.4009420962,85.6227445214,28.3664594231,80.6470341261,79.0591581434,47.8281072084,83.3478205274,29.8544380932,51.7934901648,51.9984138989,53.127208919,51.2251407493,13.0576113344,54.87108209,34.8678225922,42.1404562661,55.4734064437,54.6264179551,5,7,5,5,8,6,11,6,6,5,11,7,3,9,3,9,8,5.0,9.0,3,6,6,6,6,2,6,4,5,6.0,6.0,23% (44%ile),44% (68%ile),8% (40%ile),0% (44%ile),8% (74%ile),14% (57%ile),34% (55%ile),16% (51%ile),0.93 = fraction pre-1960 (98%ile),29%ile,0.734 ug/m3 (49%ile),51%ile,65 lifetime risk per million (97%ile),51%ile,2  (66%ile),53%ile,17 daily vehicles/meters distance (24%ile),51%ile,0.028 toxicity-weighted concentration/meters distance (85%ile),13%ile,0.031 sites/km distance (28%ile),54%ile,1.2 facilities/km distance (80%ile),34%ile,0.12 facilities/km distance (79%ile),42%ile,37.7 ppb (47%ile),55%ile,10.6 ug/m3 (83%ile),54%ile,1263886.0,0.0,0,0,9414.13826867,2174520.8716,1263886.0
165572,165573,420034929002,660,660,456,314,525,386,0.584848484848,299,0.45303030303,60,0.131578947368,0,0.0,40,0.0606060606061,120,0.181818181818,503,0.958095238095,0.518939393939,0.235313662945,342.5,155.307017544,105.111278458,34.0968748744,0.7338555817,64.9718566294,2.00158130062,7.27115369677,5.01483465456e-05,0.0315035125422,1.19615363277,0.116863025273,37.7488566667,10.5843506849,100.70661536,77.1364983957,6829.27491408,210.388769445,764.280260929,0.00527115681794,3.31137447921,125.729237572,12.2836219909,3967.83058454,1112.53463214,Pennsylvania,PA,3,73.2670396708,70.7118310824,60.4931059496,44.449286974,52.4922057333,75.1533409847,99.1470306871,75.177514561,73.6469969935,49.3200045226,97.9338276204,66.5622358748,14.0427853501,54.2237172961,28.6407506707,81.2153885107,79.180035187,47.8281072084,83.3478205274,84.1367787723,67.3624546158,70.1264124625,67.5663186659,61.7481279032,80.3470769166,65.4299604315,77.0834282143,74.7966125753,66.5246111044,67.8443838028,8,8,7,5,6,8,11,8,8,5,11,7,2,6,3,9,8,5.0,9.0,9,7,8,7,7,9,7,8,8,7.0,7.0,58% (73%ile),45% (70%ile),13% (60%ile),0% (44%ile),6% (52%ile),18% (75%ile),52% (75%ile),24% (73%ile),0.96 = fraction pre-1960 (99%ile),84%ile,0.734 ug/m3 (49%ile),67%ile,65 lifetime risk per million (97%ile),70%ile,2  (66%ile),67%ile,7.3 daily vehicles/meters distance (14%ile),61%ile,0.00005 toxicity-weighted concentration/meters distance (54%ile),80%ile,0.032 sites/km distance (28%ile),65%ile,1.2 facilities/km distance (81%ile),77%ile,0.12 facilities/km distance (79%ile),74%ile,37.7 ppb (47%ile),66%ile,10.6 ug/m3 (83%ile),67%ile,403657.0,0.0,0,0,4373.51792684,694504.326051,403657.0
165573,165574,420034940001,1391,1391,1007,643,724,96,0.0690150970525,536,0.385334291876,107,0.106256206554,12,0.0186625194401,71,0.0510424155284,274,0.196980589504,652,0.900552486188,0.227174694464,0.137881853326,316.0,191.793657976,-184.314714644,-63.6659002858,1.0865928796,65.6332647915,2.18721769698,518.656821794,0.115740114254,0.0295848751709,1.71037104166,0.0940423982535,37.793705,10.5251479452,-165.985074514,-200.275056538,-12097.1764712,-403.136405683,-95596.0841073,-21.3326061316,-5.45292782492,-315.24655048,-17.3333977986,-6965.93595243,-1939.93964011,Pennsylvania,PA,3,17.2529758074,61.5112282459,52.1307653832,55.6234151048,41.8004385959,79.96957939,97.1972126403,36.3451884958,40.1178625263,70.1849509976,98.063816153,73.8161922479,78.5503096234,90.9684997969,27.0174296088,88.4539388101,72.3150630504,48.4916162971,82.6891725069,4.91262940725,21.9700663732,19.755634285,25.6598091928,9.97103451845,4.91871715685,41.7480985839,6.33156111728,20.3737581857,37.2446071606,32.2187509188,2,7,6,6,5,8,11,4,5,8,11,8,8,10,3,9,8,5.0,9.0,1,3,2,3,1,1,5,1,3,4.0,4.0,7% (17%ile),39% (61%ile),11% (52%ile),2% (55%ile),5% (41%ile),20% (79%ile),23% (36%ile),14% (40%ile),0.9 = fraction pre-1960 (97%ile),4%ile,1.09 ug/m3 (70%ile),21%ile,66 lifetime risk per million (98%ile),19%ile,2.2  (73%ile),25%ile,520 daily vehicles/meters distance (78%ile),9%ile,0.12 toxicity-weighted concentration/meters distance (90%ile),4%ile,0.03 sites/km distance (27%ile),41%ile,1.7 facilities/km distance (88%ile),6%ile,0.094 facilities/km distance (72%ile),20%ile,37.8 ppb (48%ile),37%ile,10.5 ug/m3 (82%ile),32%ile,886861.0,186785.0,0,0,7063.01843328,1846310.54776,1073646.0
165574,165575,420034950001,2020,2020,1483,862,916,128,0.0633663366337,321,0.158910891089,78,0.0525960890088,0,0.0,60,0.029702970297,453,0.224257425743,494,0.539301310044,0.111138613861,0.0881389521286,224.5,178.0406833,-502.053359872,-192.935813961,0.5570164656,44.7767166031,1.87147578168,26.7427828433,0.0605833568064,0.0281742958703,0.928084548574,0.0733827879075,38.0009266667,10.3314526027,-270.758034691,-279.651988058,-22480.3010146,-939.58070411,-13426.3039788,-30.4160778369,-14.1449999037,-465.947965857,-36.8420752257,-19078.4929112,-5186.94049156,Pennsylvania,PA,3,15.9647412121,22.7041723874,28.267253073,44.449286974,19.4404255462,86.6172304031,78.4038208411,10.1805351601,13.5946650696,37.0152458446,68.3662290433,60.7777035213,30.9910050051,88.7403807503,25.7784672406,75.3402670264,63.4209916376,51.3661495855,80.2263480285,1.11440145522,14.9913924531,6.0837603785,7.05569689485,28.3597611628,4.28830148032,27.8917713671,3.47706752281,8.99356621688,9.88938359724,7.20070712161,2,3,3,5,2,9,8,2,2,4,7,7,4,9,3,8,7,6.0,9.0,1,2,1,1,3,1,3,1,1,1.0,1.0,6% (15%ile),16% (22%ile),5% (28%ile),0% (44%ile),3% (19%ile),22% (86%ile),11% (10%ile),9% (13%ile),0.54 = fraction pre-1960 (78%ile),1%ile,0.557 ug/m3 (37%ile),14%ile,45 lifetime risk per million (68%ile),6%ile,1.9  (60%ile),7%ile,27 daily vehicles/meters distance (30%ile),28%ile,0.061 toxicity-weighted concentration/meters distance (88%ile),4%ile,0.028 sites/km distance (25%ile),27%ile,0.93 facilities/km distance (75%ile),3%ile,0.073 facilities/km distance (63%ile),8%ile,38 ppb (51%ile),9%ile,10.3 ug/m3 (80%ile),7%ile,29643680.0,1814937.0,0,0,38252.6044184,54038921.0643,31458617.0
165575,165576,420034950002,1336,1336,997,641,668,20,0.0149700598802,613,0.458832335329,77,0.0772316950853,0,0.0,0,0.0,315,0.235778443114,304,0.455089820359,0.236901197605,0.131135422235,316.5,175.196924106,-164.032321183,-70.161788934,0.5570164656,44.7767166031,1.87147578168,170.165763758,0.0429117304978,0.0255003238375,0.745264698101,0.0668633387977,38.0009266667,10.3314526027,-74.6494395801,-91.3687037893,-7344.82875934,-306.982516506,-27912.685215,-7.03891075952,-4.18287730998,-122.247498325,-10.967748665,-6233.38020822,-1694.69215162,Pennsylvania,PA,3,4.25103710955,71.4563714182,40.278975891,44.449286974,3.97333749288,88.6651363696,73.2163889941,38.3649649917,36.6428009115,37.0152458446,68.3662290433,60.7777035213,59.964230576,87.4296459269,23.3297550197,70.1342316389,59.8303791086,51.3661495855,80.2263480285,17.2442062394,37.1362643451,33.1926656043,32.1505956388,21.2234464537,7.33569486809,44.9489185539,17.072049797,28.0502374641,39.8530947785,35.7198215673,1,8,5,5,1,9,8,4,4,4,7,7,6,9,3,8,6,6.0,9.0,2,4,4,4,3,1,5,2,3,4.0,4.0,1% (4%ile),46% (71%ile),8% (40%ile),0% (44%ile),0% (3%ile),24% (88%ile),24% (38%ile),13% (36%ile),0.46 = fraction pre-1960 (73%ile),17%ile,0.557 ug/m3 (37%ile),37%ile,45 lifetime risk per million (68%ile),33%ile,1.9  (60%ile),32%ile,170 daily vehicles/meters distance (59%ile),21%ile,0.043 toxicity-weighted concentration/meters distance (87%ile),7%ile,0.026 sites/km distance (23%ile),44%ile,0.75 facilities/km distance (70%ile),17%ile,0.067 facilities/km distance (59%ile),28%ile,38 ppb (51%ile),39%ile,10.3 ug/m3 (80%ile),35%ile,19418355.0,441561.0,0,0,27868.880354,34095156.5516,19859916.0
