Census_tract,Asthma_use_frac,UC_visits_frac,ED_visits_frac,ED_hosp_frac
42003260900.0,0.06773399014778325,0.0,0.012315270935960592,0.011083743842364532
42003261200.0,0.07894736842105263,0.0,0.013157894736842105,0.006578947368421052
42003261400.0,0.07678244972577697,0.003656307129798903,0.010968921389396709,0.003656307129798903
42003261500.0,0.07719298245614035,0.0,0.02456140350877193,0.014035087719298246
42003262000.0,0.09670781893004116,0.0,0.018518518518518517,0.00823045267489712
42003270100.0,0.10704960835509138,0.0,0.0,0.0
42003270300.0,0.0943952802359882,0.0,0.0058997050147492625,0.0029498525073746312
42003270400.0,0.06806282722513089,0.005235602094240838,0.005235602094240838,0.0
42003270800.0,0.0883054892601432,0.002386634844868735,0.00477326968973747,0.002386634844868735
42003271500.0,0.07038123167155426,0.0,0.010263929618768328,0.007331378299120235
42003281400.0,0.09349593495934959,0.0013550135501355014,0.012195121951219513,0.006775067750677507
42003281500.0,0.078125,0.0,0.00390625,0.0
42003290100.0,0.0898876404494382,0.0,0.006741573033707865,0.0044943820224719105
42003290200.0,0.07089151450053706,0.0,0.004296455424274973,0.0010741138560687433
42003290400.0,0.08072916666666667,0.0013020833333333333,0.009114583333333334,0.00390625
42003300100.0,0.12276785714285714,0.0,0.018973214285714284,0.011160714285714286
42003310200.0,0.104,0.002,0.008,0.002
42003310300.0,0.07006369426751592,0.0,0.006369426751592357,0.0
42003320400.0,0.08532423208191127,0.0,0.010238907849829351,0.006825938566552901
42003320600.0,0.0784313725490196,0.0028011204481792717,0.0056022408963585435,0.0028011204481792717
42003320700.0,0.09871244635193133,0.0,0.004291845493562232,0.0
42003401100.0,0.042134831460674156,0.0,0.0056179775280898875,0.004213483146067416
42003401200.0,0.07927927927927927,0.007207207207207207,0.010810810810810811,0.005405405405405406
42003401300.0,0.061046511627906974,0.0,0.005813953488372093,0.005813953488372093
42003402000.0,0.0825515947467167,0.00375234521575985,0.009380863039399626,0.00375234521575985
42003403500.0,0.07856341189674523,0.004489337822671156,0.003367003367003367,0.001122334455667789
42003404000.0,0.0891089108910891,0.0,0.0033003300330033004,0.0
42003405000.0,0.05670103092783505,0.005154639175257732,0.0,0.0
42003406000.0,0.050445103857566766,0.0,0.002967359050445104,0.0
42003407001.0,0.07446808510638298,0.0,0.0013297872340425532,0.0013297872340425532
42003407002.0,0.0735444330949949,0.0030643513789581204,0.0030643513789581204,0.0010214504596527069
42003408001.0,0.08543263964950712,0.0,0.0,0.0
42003408002.0,0.07815275310834814,0.0026642984014209592,0.0026642984014209592,0.0
42003409000.0,0.10008340283569642,0.0,0.002085070892410342,0.0
42003410000.0,0.06598984771573604,0.0,0.0,0.0
42003411000.0,0.082010582010582,0.0,0.0008818342151675485,0.0
42003412001.0,0.069435833849969,0.0,0.0006199628022318661,0.0006199628022318661
42003412002.0,0.07009345794392523,0.0,0.0,0.0
42003413100.0,0.08056394763343404,0.0010070493454179255,0.0010070493454179255,0.0010070493454179255
42003413201.0,0.08333333333333333,0.0017006802721088435,0.0017006802721088435,0.0
42003413202.0,0.08192090395480225,0.002824858757062147,0.0,0.0
42003413300.0,0.11666666666666667,0.001388888888888889,0.002777777777777778,0.0
42003413400.0,0.06942392909896603,0.0,0.0014771048744460858,0.0
42003413500.0,0.08442503639010189,0.002911208151382824,0.004366812227074236,0.001455604075691412
42003414101.0,0.07334109429569266,0.0011641443538998836,0.0011641443538998836,0.0
42003414102.0,0.085824493731919,0.0009643201542912247,0.0048216007714561235,0.0028929604628736743
42003414200.0,0.07740585774058577,0.0,0.0020920502092050207,0.0020920502092050207
42003415001.0,0.08502994011976048,0.0,0.003592814371257485,0.0023952095808383233
42003415002.0,0.08295964125560538,0.0,0.0,0.0
42003416000.0,0.09947643979057591,0.0,0.0,0.0
42003417100.0,0.06885245901639345,0.0,0.0,0.0
42003417200.0,0.08673469387755102,0.0,0.00510204081632653,0.0
42003418000.0,0.07027027027027027,0.0,0.0,0.0
42003419000.0,0.0744047619047619,0.002976190476190476,0.005952380952380952,0.005952380952380952
42003420000.0,0.05714285714285714,0.0,0.004761904761904762,0.004761904761904762
42003421100.0,0.07633587786259542,0.0,0.003816793893129771,0.001272264631043257
42003421200.0,0.06938775510204082,0.0,0.0027210884353741495,0.0
42003422000.0,0.06202290076335878,0.0019083969465648854,0.0009541984732824427,0.0009541984732824427
42003423000.0,0.06178489702517163,0.002288329519450801,0.004576659038901602,0.0
42003424000.0,0.07666666666666666,0.0016666666666666668,0.008333333333333333,0.0033333333333333335
42003425000.0,0.0892018779342723,0.004694835680751174,0.006259780907668232,0.003129890453834116
42003426300.0,0.0979498861047836,0.002277904328018223,0.002277904328018223,0.0
42003426400.0,0.08739495798319327,0.0,0.0033613445378151263,0.0033613445378151263
42003426700.0,0.05,0.0,0.0038461538461538464,0.0
42003426800.0,0.0811554332874828,0.0041265474552957355,0.001375515818431912,0.0
42003427000.0,0.06157112526539278,0.0,0.004246284501061571,0.0
42003427100.0,0.09031413612565445,0.0013089005235602095,0.0,0.0
42003427200.0,0.06675224646983312,0.0012836970474967907,0.007702182284980745,0.0012836970474967907
42003428100.0,0.08522727272727272,0.0,0.011363636363636364,0.011363636363636364
42003428200.0,0.08650519031141868,0.006920415224913495,0.010380622837370242,0.0034602076124567475
42003429100.0,0.08463949843260188,0.006269592476489028,0.003134796238244514,0.0
42003429201.0,0.10452961672473868,0.005226480836236934,0.003484320557491289,0.0
42003429202.0,0.07947019867549669,0.0013245033112582781,0.0013245033112582781,0.0
42003429300.0,0.0779874213836478,0.0025157232704402514,0.0025157232704402514,0.0
42003429400.0,0.06807131280388978,0.0016207455429497568,0.0016207455429497568,0.0
42003429500.0,0.08260869565217391,0.0,0.004347826086956522,0.0
42003429600.0,0.10067114093959731,0.0,0.0044742729306487695,0.0
42003429700.0,0.09659090909090909,0.002840909090909091,0.0,0.0
42003430100.0,0.06406685236768803,0.0,0.002785515320334262,0.0
42003430200.0,0.07859078590785908,0.0040650406504065045,0.0040650406504065045,0.0040650406504065045
42003431100.0,0.0827250608272506,0.0,0.0024330900243309003,0.0
42003431400.0,0.08680555555555555,0.0,0.003472222222222222,0.003472222222222222
42003431500.0,0.08899297423887588,0.0,0.00702576112412178,0.00702576112412178
42003432300.0,0.08,0.0,0.0044444444444444444,0.0
42003432400.0,0.0647887323943662,0.0028169014084507044,0.0028169014084507044,0.0028169014084507044
42003434000.0,0.05278592375366569,0.0,0.002932551319648094,0.002932551319648094
42003435000.0,0.1,0.0,0.008108108108108109,0.002702702702702703
42003437000.0,0.07938044530493708,0.000968054211035818,0.001936108422071636,0.0
42003439000.0,0.09821428571428571,0.0,0.004464285714285714,0.0
42003445500.0,0.06324786324786325,0.0,0.005128205128205128,0.0
42003446000.0,0.07246376811594203,0.0,0.0,0.0
42003447000.0,0.08366533864541832,0.0,0.01195219123505976,0.00398406374501992
42003448000.0,0.04736842105263158,0.0,0.0,0.0
42003449000.0,0.07853403141361257,0.002617801047120419,0.005235602094240838,0.002617801047120419
42003450700.0,0.07711442786069651,0.0,0.0024875621890547263,0.0
42003450800.0,0.07027027027027027,0.0,0.013513513513513514,0.005405405405405406
42003451101.0,0.08552631578947369,0.0,0.0021929824561403508,0.0021929824561403508
42003451102.0,0.07333333333333333,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668
42003451104.0,0.06862745098039216,0.0,0.0032679738562091504,0.0016339869281045752
42003451105.0,0.06965174129353234,0.0,0.003316749585406302,0.001658374792703151
42003451300.0,0.08039747064137308,0.0009033423667570009,0.0027100271002710027,0.0009033423667570009
42003452000.0,0.050974512743628186,0.0029985007496251873,0.0014992503748125937,0.0014992503748125937
42003453003.0,0.05755395683453238,0.0,0.0035971223021582736,0.0
42003453004.0,0.061465721040189124,0.001182033096926714,0.002364066193853428,0.0
42003455000.0,0.06701030927835051,0.0,0.005154639175257732,0.005154639175257732
42003456001.0,0.07954545454545454,0.004545454545454545,0.006818181818181818,0.0
42003456003.0,0.05897771952817824,0.001310615989515072,0.003931847968545216,0.0
42003456004.0,0.06456692913385827,0.0,0.0015748031496062992,0.0
42003457100.0,0.07865168539325842,0.0,0.0056179775280898875,0.0
42003457200.0,0.08704453441295547,0.0,0.0020242914979757085,0.0020242914979757085
42003458000.0,0.06943105110896818,0.0,0.0019286403085824494,0.0
42003459101.0,0.04833836858006042,0.0,0.006042296072507553,0.0
42003459102.0,0.07840440165061899,0.002751031636863824,0.001375515818431912,0.001375515818431912
42003459201.0,0.07908847184986595,0.0013404825737265416,0.005361930294906166,0.004021447721179625
42003459202.0,0.08333333333333333,0.0,0.027777777777777776,0.0
42003460001.0,0.06743421052631579,0.0,0.003289473684210526,0.001644736842105263
42003460002.0,0.07945736434108527,0.0,0.003875968992248062,0.001937984496124031
42003461000.0,0.12727272727272726,0.0,0.00909090909090909,0.00909090909090909
42003462100.0,0.12355848434925865,0.0016474464579901153,0.02471169686985173,0.016474464579901153
42003462600.0,0.07597765363128492,0.0,0.0033519553072625698,0.0033519553072625698
42003463900.0,0.08022388059701492,0.0037313432835820895,0.007462686567164179,0.005597014925373134
42003464300.0,0.07797270955165692,0.0,0.001949317738791423,0.0
42003464400.0,0.07152682255845942,0.002751031636863824,0.015130674002751032,0.011004126547455296
42003465600.0,0.06521739130434782,0.003105590062111801,0.003105590062111801,0.0
42003465800.0,0.0823293172690763,0.0,0.002008032128514056,0.002008032128514056
42003468700.0,0.0784313725490196,0.0,0.004901960784313725,0.004901960784313725
42003468800.0,0.0695364238410596,0.0,0.0,0.0
42003468900.0,0.07256637168141593,0.0017699115044247787,0.0035398230088495575,0.0
42003469000.0,0.04965753424657534,0.0,0.0,0.0
42003470300.0,0.05084745762711865,0.0,0.0,0.0
42003470400.0,0.07598039215686274,0.0,0.0024509803921568627,0.0024509803921568627
42003470501.0,0.032490974729241874,0.0036101083032490976,0.0,0.0
42003470502.0,0.049586776859504134,0.0,0.008264462809917356,0.0027548209366391185
42003470600.0,0.060453400503778336,0.0,0.005037783375314861,0.005037783375314861
42003471000.0,0.054878048780487805,0.0,0.0,0.0
42003472100.0,0.05351170568561873,0.0033444816053511705,0.0,0.0
42003472200.0,0.06741573033707865,0.003745318352059925,0.0,0.0
42003472300.0,0.0430622009569378,0.0,0.0,0.0
42003472400.0,0.07630522088353414,0.0,0.004016064257028112,0.004016064257028112
42003473100.0,0.06227106227106227,0.0,0.001221001221001221,0.0
42003473200.0,0.08139534883720931,0.002325581395348837,0.0,0.0
42003473300.0,0.06714876033057851,0.0,0.002066115702479339,0.0010330578512396695
42003473401.0,0.07836456558773425,0.0,0.005110732538330494,0.0017035775127768314
42003473402.0,0.05791505791505792,0.0019305019305019305,0.0,0.0
42003473500.0,0.05362776025236593,0.0,0.0015772870662460567,0.0
42003473601.0,0.06666666666666667,0.0,0.0,0.0
42003473602.0,0.06754530477759473,0.0,0.0016474464579901153,0.0
42003474101.0,0.08955223880597014,0.0,0.0012437810945273632,0.0
42003474102.0,0.08914100486223663,0.004862236628849271,0.0,0.0
42003474201.0,0.12018140589569161,0.0022675736961451248,0.0,0.0
42003474202.0,0.07647740440324449,0.0011587485515643105,0.0011587485515643105,0.0011587485515643105
42003474203.0,0.06973995271867613,0.0,0.0,0.0
42003475101.0,0.05975395430579965,0.0,0.0035149384885764497,0.0
42003475102.0,0.07142857142857142,0.0,0.004761904761904762,0.0
42003475200.0,0.07863695937090433,0.0,0.003931847968545216,0.0
42003475301.0,0.0624048706240487,0.0015220700152207,0.0,0.0
42003475303.0,0.06349206349206349,0.0,0.0015873015873015873,0.0
42003475304.0,0.07297297297297298,0.0013513513513513514,0.002702702702702703,0.0013513513513513514
42003475401.0,0.08653846153846154,0.0,0.00641025641025641,0.003205128205128205
42003475402.0,0.056179775280898875,0.0022471910112359553,0.0022471910112359553,0.0
42003476100.0,0.06779661016949153,0.0015408320493066256,0.007704160246533128,0.0030816640986132513
42003476200.0,0.06855791962174941,0.0,0.004728132387706856,0.0
42003477100.0,0.06736842105263158,0.0,0.002105263157894737,0.0
42003477200.0,0.061068702290076333,0.0,0.0019083969465648854,0.0
42003477300.0,0.0606312292358804,0.0,0.0024916943521594683,0.0
42003478100.0,0.05603448275862069,0.0,0.004310344827586207,0.0028735632183908046
42003478200.0,0.054377880184331796,0.0,0.0027649769585253456,0.0018433179723502304
42003479000.0,0.07971014492753623,0.0,0.0036231884057971015,0.0
42003480101.0,0.047448522829006266,0.0,0.007162041181736795,0.0017905102954341987
42003480102.0,0.0876068376068376,0.0,0.0,0.0
42003480200.0,0.06301824212271974,0.003316749585406302,0.0,0.0
42003480300.0,0.08226691042047532,0.0,0.005484460694698354,0.0018281535648994515
42003480400.0,0.07391304347826087,0.0,0.0,0.0
42003481000.0,0.1141025641025641,0.001282051282051282,0.014102564102564103,0.00641025641025641
42003482500.0,0.08849557522123894,0.0,0.022123893805309734,0.008849557522123894
42003483800.0,0.1065989847715736,0.00676818950930626,0.01353637901861252,0.01353637901861252
42003484300.0,0.09597523219814241,0.0,0.015479876160990712,0.0046439628482972135
42003484500.0,0.07398568019093078,0.0011933174224343676,0.008353221957040573,0.0011933174224343676
42003484600.0,0.07103825136612021,0.0,0.00546448087431694,0.00546448087431694
42003485000.0,0.09424083769633508,0.005235602094240838,0.005235602094240838,0.0
42003486700.0,0.11045364891518737,0.0,0.013806706114398421,0.013806706114398421
42003486800.0,0.11224489795918367,0.0,0.015306122448979591,0.00510204081632653
42003486900.0,0.09536784741144415,0.005449591280653951,0.02997275204359673,0.021798365122615803
42003487000.0,0.09090909090909091,0.004545454545454545,0.00909090909090909,0.0
42003488100.0,0.11884057971014493,0.0,0.011594202898550725,0.002898550724637681
42003488200.0,0.09615384615384616,0.008241758241758242,0.01098901098901099,0.005494505494505495
42003488300.0,0.03900709219858156,0.0,0.0,0.0
42003488400.0,0.11528497409326424,0.0012953367875647669,0.011658031088082901,0.0025906735751295338
42003488500.0,0.06615776081424936,0.0,0.002544529262086514,0.002544529262086514
42003488600.0,0.09166666666666666,0.0,0.011111111111111112,0.004166666666666667
42003489001.0,0.06524822695035461,0.0028368794326241137,0.0,0.0
42003489002.0,0.05335628227194492,0.0,0.0051635111876075735,0.0051635111876075735
42003490002.0,0.07317073170731707,0.0014347202295552368,0.0014347202295552368,0.0
42003490003.0,0.07581227436823104,0.0018050541516245488,0.0,0.0
42003490004.0,0.07673267326732673,0.0012376237623762376,0.0037128712871287127,0.0012376237623762376
42003491101.0,0.06899418121363259,0.0,0.0008312551953449709,0.0
42003491200.0,0.06048387096774194,0.004032258064516129,0.0,0.0
42003492700.0,0.09567901234567901,0.0,0.012345679012345678,0.012345679012345678
42003492800.0,0.07339449541284404,0.001834862385321101,0.009174311926605505,0.007339449541284404
42003492900.0,0.11498973305954825,0.006160164271047228,0.01642710472279261,0.006160164271047228
42003494000.0,0.08487084870848709,0.0036900369003690036,0.007380073800738007,0.0036900369003690036
42003495000.0,0.09584664536741214,0.003194888178913738,0.003194888178913738,0.0
42003496101.0,0.07709251101321586,0.004405286343612335,0.0022026431718061676,0.0
42003496102.0,0.09569377990430622,0.001594896331738437,0.001594896331738437,0.001594896331738437
42003496200.0,0.05875440658049354,0.0011750881316098707,0.0011750881316098707,0.0
42003497000.0,0.058333333333333334,0.0,0.008333333333333333,0.0
42003498000.0,0.07407407407407407,0.0,0.0,0.0
42003499300.0,0.0967741935483871,0.0,0.0035842293906810036,0.0035842293906810036
42003499400.0,0.09849749582637729,0.0,0.01335559265442404,0.00333889816360601
42003500300.0,0.0703125,0.0,0.0046875,0.003125
42003501000.0,0.10752688172043011,0.0,0.010752688172043012,0.0
42003503002.0,0.07662835249042145,0.002554278416347382,0.002554278416347382,0.001277139208173691
42003504100.0,0.08813559322033898,0.0022598870056497176,0.010169491525423728,0.00903954802259887
42003507000.0,0.0872093023255814,0.0,0.005813953488372093,0.0029069767441860465
42003508000.0,0.08278867102396514,0.002178649237472767,0.010893246187363835,0.008714596949891068
42003509400.0,0.08220502901353965,0.0029013539651837525,0.008704061895551257,0.005802707930367505
42003510000.0,0.10215053763440861,0.005376344086021506,0.014336917562724014,0.010752688172043012
42003512000.0,0.10704960835509138,0.005221932114882507,0.007832898172323759,0.005221932114882507
42003512800.0,0.10843373493975904,0.012048192771084338,0.018072289156626505,0.018072289156626505
42003512900.0,0.128686327077748,0.00804289544235925,0.024128686327077747,0.021447721179624665
42003513800.0,0.11560693641618497,0.005780346820809248,0.02119460500963391,0.017341040462427744
42003514000.0,0.13253012048192772,0.00963855421686747,0.014457831325301205,0.004819277108433735
42003515100.0,0.11504424778761062,0.0017699115044247787,0.021238938053097345,0.012389380530973451
42003515200.0,0.07058823529411765,0.0,0.0196078431372549,0.011764705882352941
42003515300.0,0.08421052631578947,0.0,0.007017543859649123,0.0035087719298245615
42003515401.0,0.06578947368421052,0.006578947368421052,0.006578947368421052,0.0
42003516100.0,0.09655172413793103,0.0,0.006896551724137931,0.006896551724137931
42003516200.0,0.07818930041152264,0.00823045267489712,0.00411522633744856,0.0
42003517000.0,0.09016393442622951,0.004098360655737705,0.00819672131147541,0.004098360655737705
42003518001.0,0.08022922636103152,0.0028653295128939827,0.0057306590257879654,0.0
42003519000.0,0.06166219839142091,0.0,0.002680965147453083,0.0
42003520001.0,0.07627118644067797,0.002824858757062147,0.002824858757062147,0.002824858757062147
42003520002.0,0.10309278350515463,0.005154639175257732,0.007731958762886598,0.0
42003521100.0,0.10365853658536585,0.001524390243902439,0.006097560975609756,0.0
42003521200.0,0.07251264755480608,0.00505902192242833,0.0,0.0
42003521301.0,0.08833333333333333,0.0,0.011666666666666667,0.01
42003521302.0,0.09237536656891496,0.001466275659824047,0.007331378299120235,0.002932551319648094
42003521401.0,0.05787781350482315,0.0,0.003215434083601286,0.0
42003521402.0,0.08990825688073395,0.0,0.001834862385321101,0.001834862385321101
42003521500.0,0.052941176470588235,0.00196078431372549,0.0058823529411764705,0.0
42003522000.0,0.08275862068965517,0.004137931034482759,0.008275862068965517,0.005517241379310344
42003523100.0,0.10198300283286119,0.00424929178470255,0.018413597733711047,0.0113314447592068
42003523200.0,0.11963589076723016,0.0,0.015604681404421327,0.006501950585175552
42003523300.0,0.08549618320610687,0.0015267175572519084,0.010687022900763359,0.0
42003523400.0,0.07420091324200913,0.0,0.005707762557077625,0.003424657534246575
42003523501.0,0.10240963855421686,0.0012048192771084338,0.012048192771084338,0.0012048192771084338
42003523502.0,0.0648854961832061,0.0,0.019083969465648856,0.011450381679389313
42003523600.0,0.10511363636363637,0.002840909090909091,0.011363636363636364,0.007102272727272727
42003523701.0,0.07928802588996764,0.003236245954692557,0.011326860841423949,0.006472491909385114
42003523702.0,0.09907529722589167,0.001321003963011889,0.007926023778071334,0.005284015852047556
42003523800.0,0.08500772797527048,0.0015455950540958269,0.0030911901081916537,0.0030911901081916537
42003524000.0,0.09267241379310345,0.004310344827586207,0.00646551724137931,0.0021551724137931034
42003525100.0,0.11067193675889328,0.0,0.007905138339920948,0.003952569169960474
42003525200.0,0.07407407407407407,0.004629629629629629,0.009259259259259259,0.004629629629629629
42003525300.0,0.07766990291262135,0.0,0.003236245954692557,0.0
42003526101.0,0.09475218658892129,0.0029154518950437317,0.01020408163265306,0.004373177842565598
42003526102.0,0.05278592375366569,0.0,0.002932551319648094,0.002932551319648094
42003526201.0,0.09787928221859707,0.0032626427406199023,0.0065252854812398045,0.0016313213703099511
42003526202.0,0.07335907335907337,0.0,0.002574002574002574,0.001287001287001287
42003526301.0,0.07455429497568881,0.0032414910858995136,0.008103727714748784,0.0
42003526302.0,0.06619718309859154,0.0014084507042253522,0.004225352112676056,0.0028169014084507044
42003550900.0,0.11888111888111888,0.006993006993006993,0.024475524475524476,0.006993006993006993
42003551200.0,0.10131108462455304,0.0011918951132300357,0.023837902264600714,0.0166865315852205
42003551300.0,0.09041095890410959,0.0,0.019178082191780823,0.005479452054794521
42003551900.0,0.10975609756097561,0.0,0.016260162601626018,0.0040650406504065045
42003552000.0,0.12367021276595745,0.0013297872340425532,0.015957446808510637,0.009308510638297872
42003552100.0,0.0694980694980695,0.003861003861003861,0.011583011583011582,0.011583011583011582
42003552200.0,0.12041884816753927,0.005235602094240838,0.020942408376963352,0.005235602094240838
42003552300.0,0.09294320137693632,0.0,0.013769363166953529,0.0
42003552400.0,0.08143322475570032,0.0016286644951140066,0.006514657980456026,0.003257328990228013
42003560400.0,0.07017543859649122,0.0,0.02631578947368421,0.017543859649122806
42003560500.0,0.06832298136645963,0.0,0.0,0.0
42003560600.0,0.13705583756345177,0.005076142131979695,0.015228426395939087,0.015228426395939087
42003561000.0,0.07782101167315175,0.0038910505836575876,0.01556420233463035,0.007782101167315175
42003561100.0,0.12946428571428573,0.004464285714285714,0.03125,0.03125
42003561200.0,0.078125,0.0,0.03515625,0.015625
42003561400.0,0.125,0.006944444444444444,0.03194444444444444,0.0125
42003561500.0,0.12222222222222222,0.0044444444444444444,0.015555555555555555,0.0044444444444444444
42003561600.0,0.08501118568232663,0.0,0.013422818791946308,0.006711409395973154
42003561700.0,0.13793103448275862,0.006896551724137931,0.020689655172413793,0.013793103448275862
42003561900.0,0.12032085561497326,0.00267379679144385,0.008021390374331552,0.00267379679144385
42003562000.0,0.04285714285714286,0.0,0.0,0.0
42003562300.0,0.1161764705882353,0.0,0.013235294117647059,0.013235294117647059
42003562400.0,0.10153256704980843,0.0019157088122605363,0.011494252873563218,0.007662835249042145
